year,ISSUE_DATE,PERMIT_SUBTYPE_NAME,DESC_OF_WORK,FULL_ADDRESS,street,zip,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
2018,"2018/11/30 05:00:00+00","SOLAR SYSTEM","5.325kW flush mounted solar array","124 BATES ST NW, WASHINGTON, DC 20001","124 BATES ST NW",20001,38.910224,-77.013066,1,rooftop,"124 Bates St NW",,"Washington, DC 20001",124,"Bates St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2018,"2018/12/19 05:00:00+00","SOLAR SYSTEM","7.59kW roof mounted solar array","1527 A ST NE, WASHINGTON, DC 20002","1527 A ST NE",20002,38.890753,-76.982563,1,rooftop,"1527 A St NE",,"Washington, DC 20002",1527,"A St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2018,"2018/11/19 05:00:00+00","SOLAR SYSTEM","Installing a 5.4kw rooftop solar array using 18 Trina 300watt panels","1527 RIDGE PL SE, WASHINGTON, DC 20020","1527 RIDGE PL SE",20020,38.868696,-76.982489,1,rooftop,"1527 Ridge Pl SE",,"Washington, DC 20020",1527,"Ridge Pl SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
2018,"2018/11/26 05:00:00+00","SOLAR SYSTEM","Installation of 21 solar panels mounted flush to existing SFD.  Installation of 2 Energy Storage systems.","3107 14TH ST NE, WASHINGTON, DC 20017","3107 14TH ST NE",20017,38.929431,-76.985827,1,rooftop,"3107 14th St NE",,"Washington, DC 20017",3107,"14th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
2018,"2018/11/26 05:00:00+00","SOLAR SYSTEM","Installation of 2.475kw roof mounted solar system with 9 275w Canadian Solar modules & 9 Enphase IQ7 microinverters","3915 1ST ST SW, WASHINGTON, DC 20032","3915 1ST ST SW",20032,38.83362,-77.009733,1,rooftop,"3915 1st St SW",,"Washington, DC 20032",3915,"1st St SW",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2018,"2018/11/28 05:00:00+00","SOLAR SYSTEM","Installation of 2.065kw roof mounted solar system with 7 295w Trina Solar modules & 7 Enphase IQ7 microinverters.","1300 SHERIDAN ST NW, WASHINGTON, DC 20011","1300 SHERIDAN ST NW",20011,38.965923,-77.029921,1,rooftop,"1300 Sheridan St NW",,"Washington, DC 20011",1300,"Sheridan St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2018,"2018/12/03 05:00:00+00","SOLAR SYSTEM","This an 8.4 kW rooftop solar installation at 1410 Columbia Street NW.","1410 COLUMBIA ST NW, WASHINGTON, DC 20001","1410 COLUMBIA ST NW",20001,38.909034,-77.025205,1,rooftop,"1410 Columbia St NW",,"Washington, DC 20001",1410,"Columbia St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2018,"2018/12/03 05:00:00+00","SOLAR SYSTEM","installing 23 roof mounted solar panels, 6.9 kw","347 OGLETHORPE ST NE, WASHINGTON, DC 20011","347 OGLETHORPE ST NE",20011,38.961048,-77.00119,1,rooftop,"347 Oglethorpe St NE",,"Washington, DC 20011",347,"Oglethorpe St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2018,"2018/11/21 05:00:00+00","SOLAR SYSTEM","Installation of 23 solar panels mounted flush to roof of existing sfd","1017 ANDERSON PL SE, WASHINGTON, DC 20032","1017 ANDERSON PL SE",20032,38.842792,-76.981217,1,rooftop,"1017 Anderson Pl SE",,"Washington, DC 20032",1017,"Anderson Pl SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2018,"2018/11/19 05:00:00+00","SOLAR SYSTEM","REVISION TO EXISTING PERMIT SOL1800760 - Changing panels from 320W to 335W","617 21ST ST NE, WASHINGTON, DC 20002","617 21ST ST NE",20002,38.897609,-76.973953,1,rooftop,"617 21st St NE",,"Washington, DC 20002",617,"21st St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2018,"2018/12/03 05:00:00+00","SOLAR SYSTEM","Installation of a 6.213kW solar PV system. Roof mounted, 19 panels with integrated microinverters","709 I ST NE, WASHINGTON, DC 20002","709 I ST NE",20002,38.901173,-76.995753,1,rooftop,"709 I St NE",,"Washington, DC 20002",709,"I St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2018,"2018/11/09 05:00:00+00","SOLAR SYSTEM","Install 22 roof mounted solar panels, one inverter, one 35 amp line side tap. 6.38Kw.","4232 BROOKS ST NE, WASHINGTON, DC 20019","4232 BROOKS ST NE",20019,38.893838,-76.940778,1,rooftop,"4232 Brooks St NE",,"Washington, DC 20019",4232,"Brooks St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2018,"2018/11/19 05:00:00+00","SOLAR SYSTEM","Installation of an 11.1kW roof mounted solar PV system, consisting of 37 solar modules and a SolarEdge inverter system.","1450 FOXHALL RD NW, WASHINGTON, DC 20007","1450 FOXHALL RD NW",20007,38.908519,-77.082771,1,rooftop,"1450 Foxhall Rd NW",,"Washington, DC 20007",1450,"Foxhall Rd NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
2018,"2018/11/09 05:00:00+00","SOLAR SYSTEM","Installation of 2.75kw roof mounted solar system with 10 275w Canadian Solar modules & 10 Enphase IQ7 microinverters","4802 SHERIFF RD NE, WASHINGTON, DC 20019","4802 SHERIFF RD NE",20019,38.903128,-76.933466,1,rooftop,"4802 Sheriff Rd NE",,"Washington, DC 20019",4802,"Sheriff Rd NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2018,"2018/11/30 05:00:00+00","SOLAR SYSTEM","Install 687 solar module canopy over an existing parking lot. This is the reapplication for the approved permit  SOL1800473 - which excluded 112 modules, which had initially required a BZA variance. The has ZA reversed the decision requiring a variance.","1405 BRENTWOOD PKWY NE, WASHINGTON, DC 20002","1405 BRENTWOOD PKWY NE",20002,38.909606,-76.993585,1,rooftop,"1405 Brentwood Pkwy NE",,"Washington, DC 20002",1405,"Brentwood Pkwy NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2018,"2018/11/26 05:00:00+00","SOLAR SYSTEM","install a 2kw ( 8 panel) solar pv roof mounted system","2214 16TH ST NE, WASHINGTON, DC 20018","2214 16TH ST NE",20018,38.919618,-76.981196,1,rooftop,"2214 16th St NE",,"Washington, DC 20018",2214,"16th St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
2018,"2018/11/26 05:00:00+00","SOLAR SYSTEM","Installing a 10.5kw rooftop solar array using 35 trina 300watt panels","1022 COOK DR SE, WASHINGTON, DC 20032","1022 COOK DR SE",20032,38.844188,-76.981707,1,rooftop,"1022 Cook Dr SE",,"Washington, DC 20032",1022,"Cook Dr SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2018,"2018/12/03 05:00:00+00","SOLAR SYSTEM","INSTALLATION OF A GRID -TIED SOLAR SYSTEM","800 I ST NE, WASHINGTON, DC 20002","800 I ST NE",20002,38.901539,-76.99473,1,rooftop,"800 I St NE",,"Washington, DC 20002",800,"I St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2018,"2018/12/19 05:00:00+00","SOLAR SYSTEM","Installation of a 4.355kW solar PV system. Roof mounted, 13 panels on a string inverter.","1138 WAHLER PL SE, WASHINGTON, DC 20032","1138 WAHLER PL SE",20032,38.836129,-76.987905,1,rooftop,"1138 Wahler Pl SE",,"Washington, DC 20032",1138,"Wahler Pl SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2018,"2018/12/03 05:00:00+00","SOLAR SYSTEM","Installation of 3.42kw roof mounted solar system with 12 285w Trina Solar mdoules & 12 Enphase IQ7 microinverters.","2609 MYRTLE AVE NE, WASHINGTON, DC 20018","2609 MYRTLE AVE NE",20018,38.930047,-76.969304,1,rooftop,"2609 Myrtle Ave NE",,"Washington, DC 20018",2609,"Myrtle Ave NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
2018,"2018/12/10 05:00:00+00","SOLAR SYSTEM","Installation of 3.85kw roof mounted solar system with 14 275w Canadian Solar modules & 14 Enphase IQ7 microinverters","3926 BURNS CT SE, WASHINGTON, DC 20019","3926 BURNS CT SE",20019,38.888155,-76.94971,1,rooftop,"3926 Burns Ct SE",,"Washington, DC 20019",3926,"Burns Ct SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2018,"2018/11/28 05:00:00+00","SOLAR SYSTEM","Installation of 2.2kw roof mounted solar system with 8 275w Canadian Solar modules & 8 Enphase M250 microinverters.","4215 HILDRETH ST SE, WASHINGTON, DC 20019","4215 HILDRETH ST SE",20019,38.877835,-76.942244,1,rooftop,"4215 Hildreth St SE",,"Washington, DC 20019",4215,"Hildreth St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2018,"2018/12/04 05:00:00+00","SOLAR SYSTEM","Installation of 2.2kw roof mounted solar system with 8 275w Canadian Solar modules & 8 Enphase IQ7 microinverters","1250 BARNABY TER SE, WASHINGTON, DC 20032","1250 BARNABY TER SE",20032,38.834258,-76.987135,1,rooftop,"1250 Barnaby Ter SE",,"Washington, DC 20032",1250,"Barnaby Ter SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2018,"2018/12/13 05:00:00+00","SOLAR SYSTEM","Installation of a 10.72kW solar PV system. Roof mounted, 32 panels on 2 string inverters","7424 8TH ST NW, WASHINGTON, DC 20012","7424 8TH ST NW",20012,38.980563,-77.024718,1,rooftop,"7424 8th St NW",,"Washington, DC 20012",7424,"8th St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
2018,"2018/11/26 05:00:00+00","SOLAR SYSTEM","Installation of a 4.83kW solar PV system. Roof mounted, 14 panels with integrated microinverters","565 REGENT PL NE, WASHINGTON, DC 20017","565 REGENT PL NE",20017,38.928665,-76.998106,1,rooftop,"565 Regent Pl NE",,"Washington, DC 20017",565,"Regent Pl NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
2018,"2018/12/18 05:00:00+00","SOLAR SYSTEM","Installing a grid tied solar power system on the roof of the building. System to be wired to a DC to AC inverter and interconnected to the electric panel serving the basement apartment.","3356 18TH ST NW, WASHINGTON, DC 20010","3356 18TH ST NW",20010,38.933779,-77.041548,1,rooftop,"3356 18th St NW",,"Washington, DC 20010",3356,"18th St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
2018,"2018/12/18 05:00:00+00","SOLAR SYSTEM","Installing a grid tied solar power system. The system will be mounted to a racking structure attached to the roof, wired to a DC to AC inverter and interconnected to the main building panel.","3356 18TH ST NW, WASHINGTON, DC 20010","3356 18TH ST NW",20010,38.933779,-77.041548,1,rooftop,"3356 18th St NW",,"Washington, DC 20010",3356,"18th St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
2018,"2018/08/13 04:00:00+00","SOLAR SYSTEM","Installation of a 2.07kW Solar PV system. Roof Mounted, AC panels with integrated microinverters","435 BUCHANAN ST NW, WASHINGTON, DC 20011","435 BUCHANAN ST NW",20011,38.946552,-77.018729,1,rooftop,"435 Buchanan St NW",,"Washington, DC 20011",435,"Buchanan St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2018,"2018/11/30 05:00:00+00","SOLAR SYSTEM","Installation of 17 Solar panels mounted flush to roof.
5.525 kw PV array","1510 MISSISSIPPI AVE SE, WASHINGTON, DC 20032","1510 MISSISSIPPI AVE SE",20032,38.842271,-76.981735,1,rooftop,"1510 Mississippi Ave SE",,"Washington, DC 20032",1510,"Mississippi Ave SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2018,"2018/12/05 05:00:00+00","SOLAR SYSTEM","***Revision to existing Permit SOL1801137 - Correcting electrical diagram & description of work***
Installation of a 3.6kW solar PV system. Roof mounted, 10 panels with integrated microinverters","515 Q ST NW 3, WASHINGTON, DC 20001","515 Q ST NW 3",20001,38.911342,-77.019433,1,rooftop,"515 Q St NW","Apt 3","Washington, DC 20001",515,"Q St NW",Apt,3,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2018,"2018/12/03 05:00:00+00","SOLAR SYSTEM","Installation of a 3.685kW Solar PV system. Roof mounted, 11 panels on a string inverter","144 FORRESTER ST SW, WASHINGTON, DC 20032","144 FORRESTER ST SW",20032,38.825043,-77.011161,1,rooftop,"144 Forrester St SW",,"Washington, DC 20032",144,"Forrester St SW",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2018,"2018/11/20 05:00:00+00","SOLAR SYSTEM","First Extension to SOL1800126, to Expire on 5/16/2019.

Original Scope: Install grid-tied solar electric system on roof(s) of new multi-family residential building.","1339 E ST SE, WASHINGTON, DC 20003","1339 E ST SE",20003,38.882622,-76.986626,1,rooftop,"1339 E St SE",,"Washington, DC 20003",1339,"E St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
2018,"2018/12/03 05:00:00+00","SOLAR SYSTEM","Installation of a 5.760kW Solar PV system. Roof mounted, 16 panels with integrated microinverters","3821 17TH ST NE, WASHINGTON, DC 20018","3821 17TH ST NE",20018,38.936994,-76.981258,1,rooftop,"3821 17th St NE",,"Washington, DC 20018",3821,"17th St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
2018,"2018/08/21 04:00:00+00","SOLAR SYSTEM","Installation of a 9.315kW Solar PV system. Roof Mounted, 27 panels with integrated microinverters","4731 BERKELEY TER NW, WASHINGTON, DC 20007","4731 BERKELEY TER NW",20007,38.918112,-77.092802,1,rooftop,"4731 Berkeley Ter NW",,"Washington, DC 20007",4731,"Berkeley Ter NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
2018,"2018/08/30 04:00:00+00","SOLAR SYSTEM","INSTALLATION OF 30 SOLAR PANELS MOUNTED FLUSH TO ROOF. 
INSTALLATION OF 2 ENERGY STORAGE SYSTEM UNITS (27KW COMBINED)","1011 TANNER PL SE, WASHINGTON, DC 20032","1011 TANNER PL SE",20032,38.843382,-76.981518,1,rooftop,"1011 Tanner Pl SE",,"Washington, DC 20032",1011,"Tanner Pl SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2018,"2018/09/17 04:00:00+00","SOLAR SYSTEM","Install 332 roof mounted solar panels. 96.28Kw.","2652 MARTIN LUTHER KING JR AVE SE 100, WASHINGTON, DC 20020","2652 MARTIN LUTHER KING JR AVE SE 100",20020,38.856994,-76.995481,1,rooftop,"2652 Martin Luther King Jr Ave SE","Apt 100","Washington, DC 20020",2652,"Martin Luther King Jr Ave SE",Apt,100,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
2018,"2018/09/18 04:00:00+00","SOLAR SYSTEM","INSTALLATION OF A GRID TIED SOLAR SYSTEM","3400 BANNEKER DR NE, WASHINGTON, DC 20018","3400 BANNEKER DR NE",20018,38.927882,-76.960818,1,rooftop,"3400 Banneker Dr NE",,"Washington, DC 20018",3400,"Banneker Dr NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
2018,"2018/08/21 04:00:00+00","SOLAR SYSTEM","Installation of a 6.555kW Solar PV system. Roof Mounted, 19 panels","6700 5TH ST NW, WASHINGTON, DC 20012","6700 5TH ST NW",20012,38.971444,-77.020194,1,rooftop,"6700 5th St NW",,"Washington, DC 20012",6700,"5th St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
2018,"2018/09/25 04:00:00+00","SOLAR SYSTEM","Add a 2 kW (8 Panel) roof-mounted solar pv system","5002 4TH ST NW, WASHINGTON, DC 20011","5002 4TH ST NW",20011,38.951283,-77.017843,1,rooftop,"5002 4th St NW",,"Washington, DC 20011",5002,"4th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2018,"2018/08/10 04:00:00+00","SOLAR SYSTEM","Installation of 2.943kw roof mounted solar system with 9 327w Sunpower modules & a 3.8kw SMA inverter.","812 DECATUR ST NE, WASHINGTON, DC 20017","812 DECATUR ST NE",20017,38.948496,-76.994046,1,rooftop,"812 Decatur St NE",,"Washington, DC 20017",812,"Decatur St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
2018,"2018/08/20 04:00:00+00","SOLAR SYSTEM","Installation of a 3.85kW solar PV system. Roof mounted, 11 panels with integrated microinverters","205 QUACKENBOS ST NW, WASHINGTON, DC 20011","205 QUACKENBOS ST NW",20011,38.964003,-77.014128,1,rooftop,"205 Quackenbos St NW",,"Washington, DC 20011",205,"Quackenbos St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2018,"2018/09/07 04:00:00+00","SOLAR SYSTEM","installing 32 roof mounted solar panels - 9.6 kW","6552 EASTERN AVE NE, WASHINGTON, DC 20012","6552 EASTERN AVE NE",20012,38.970149,-77.008474,1,rooftop,"6552 Eastern Ave NE",,"Washington, DC 20012",6552,"Eastern Ave NE",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
2018,"2018/09/04 04:00:00+00","SOLAR SYSTEM","installing 16 roof mounted solar panels - 4.8 kW","7525 8TH ST NW, WASHINGTON, DC 20012","7525 8TH ST NW",20012,38.982082,-77.024206,1,rooftop,"7525 8th St NW",,"Washington, DC 20012",7525,"8th St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
2018,"2018/09/04 04:00:00+00","SOLAR SYSTEM","installing 11 roof mounted solar panels - 3.19 kW","3229 12TH PL SE, WASHINGTON, DC 20032","3229 12TH PL SE",20032,38.84347,-76.989828,1,rooftop,"3229 12th Pl SE",,"Washington, DC 20032",3229,"12th Pl SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2018,"2018/08/20 04:00:00+00","SOLAR SYSTEM","installing 19 roof mounted solar panels - 5.7 kW","1208 SAVANNAH ST SE, WASHINGTON, DC 20032","1208 SAVANNAH ST SE",20032,38.843198,-76.98996,1,rooftop,"1208 Savannah St SE",,"Washington, DC 20032",1208,"Savannah St SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2018,"2018/09/25 04:00:00+00","SOLAR SYSTEM","Add a 3 kW (10 panels) roof-mounted solar PV system","4422 7TH ST NE, WASHINGTON, DC 20017","4422 7TH ST NE",20017,38.943627,-76.996929,1,rooftop,"4422 7th St NE",,"Washington, DC 20017",4422,"7th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
2018,"2018/08/21 04:00:00+00","SOLAR SYSTEM","Installation of a 3.6kW solar PV system. Roof mounted. 10 panels with integrated microinverters","2121 NEWPORT PL NW, WASHINGTON, DC 20037","2121 NEWPORT PL NW",20037,38.908055,-77.047434,1,rooftop,"2121 Newport Pl NW",,"Washington, DC 20037",2121,"Newport Pl NW",,,Washington,DC,"District of Columbia",20037,US,"Statewide (City of Washington)"
2018,"2018/08/23 04:00:00+00","SOLAR SYSTEM","installation of 6 solar panels mounted flush to roof.
1.83 kw PV Array","4662 A ST SE, WASHINGTON, DC 20019","4662 A ST SE",20019,38.888573,-76.934183,1,rooftop,"4662 A St SE",,"Washington, DC 20019",4662,"A St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2018,"2018/08/20 04:00:00+00","SOLAR SYSTEM","INSTALLATION OF 8 SOLAR PANELS MOUNTED FLUSH TO ROOF.
2.6 kw PV ARRAY","470 BURBANK ST SE, WASHINGTON, DC 20019","470 BURBANK ST SE",20019,38.883412,-76.942741,1,rooftop,"470 Burbank St SE",,"Washington, DC 20019",470,"Burbank St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2018,"2018/12/20 05:00:00+00","SOLAR SYSTEM","Installation of a 34.56kW rooftop solar photo-voltaic system interconnecting to existing service. System consists of qty108 solar modules.","1200 UPSHUR ST NW, WASHINGTON, DC 20011","1200 UPSHUR ST NW",20011,38.941586,-77.027152,1,rooftop,"1200 Upshur St NW",,"Washington, DC 20011",1200,"Upshur St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2018,"2018/12/13 05:00:00+00","SOLAR SYSTEM","Installation of a 97.28kW rooftop solar installation interconnecting to existing electric service.","950 UPSHUR ST NW, WASHINGTON, DC 20011","950 UPSHUR ST NW",20011,38.942016,-77.026083,1,range_interpolation,"950 Upshur St NW",,"Washington, DC 20011",950,"Upshur St NW",,,Washington,DC,"District of Columbia",20011,US,"TIGER/Line® from the US Census Bureau"
2018,"2018/09/25 04:00:00+00","SOLAR SYSTEM","install rooftop solar array using 37 trina 300watt panels","1802 KEARNY ST NE, WASHINGTON, DC 20018","1802 KEARNY ST NE",20018,38.931359,-76.979101,1,rooftop,"1802 Kearny St NE",,"Washington, DC 20018",1802,"Kearny St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
2018,"2018/05/08 04:00:00+00","SOLAR SYSTEM","To install 5.525 kW size of solar panels with a system height of 1.9 feet on the roof of the building.","5530 4TH ST NW, WASHINGTON, DC 20011","5530 4TH ST NW",20011,38.957434,-77.018111,1,rooftop,"5530 4th St NW",,"Washington, DC 20011",5530,"4th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2018,"2018/06/26 04:00:00+00","SOLAR SYSTEM","To install 6.5 kW size of solar panels on the roof of the building.","1127 BUCHANAN ST NW 1, WASHINGTON, DC 20011","1127 BUCHANAN ST NW 1",20011,38.94635,-77.028821,1,rooftop,"1127 Buchanan St NW",1,"Washington, DC 20011",1127,"Buchanan St NW",,1,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2018,"2018/05/22 04:00:00+00","SOLAR SYSTEM","9.86 kw rooftop pv solar system, less than 4' above roof","5010 MACARTHUR CT NW, WASHINGTON, DC 20016","5010 MACARTHUR CT NW",20016,38.922383,-77.099103,1,rooftop,"5010 Macarthur Ct NW",,"Washington, DC 20016",5010,"Macarthur Ct NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
2018,"2018/10/29 04:00:00+00","SOLAR SYSTEM","Installation of a 55.195 kw roof mounted solar array","611 EDGEWOOD ST NE, WASHINGTON, DC 20017","611 EDGEWOOD ST NE",20017,38.923122,-76.997879,1,rooftop,"611 Edgewood St NE",,"Washington, DC 20017",611,"Edgewood St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
2018,"2018/08/20 04:00:00+00","SOLAR SYSTEM","installation of a 9.66kW solar PV system. Roof mounted, 28 panels with integrated microinverters","1007 OTIS ST NE, WASHINGTON, DC 20017","1007 OTIS ST NE",20017,38.934288,-76.992205,1,rooftop,"1007 Otis St NE",,"Washington, DC 20017",1007,"Otis St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
2018,"2018/12/13 05:00:00+00","SOLAR SYSTEM","Install a Solar PV System 8.37kw on Row House with low profile designed not to be visible","1721 IRVING ST NW, WASHINGTON, DC 20010","1721 IRVING ST NW",20010,38.929068,-77.039901,1,rooftop,"1721 Irving St NW",,"Washington, DC 20010",1721,"Irving St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
2018,"2018/05/22 04:00:00+00","SOLAR SYSTEM","7.7 kw rooftop pv solar system, less than 4' above roof","1019 7TH ST NE, WASHINGTON, DC 20002","1019 7TH ST NE",20002,38.903183,-76.995918,1,rooftop,"1019 7th St NE",,"Washington, DC 20002",1019,"7th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2018,"2018/11/02 04:00:00+00","SOLAR SYSTEM","INSTALL 4.275KW (15 PANEL) ROOF-MOUNTED PV SOLAR SYSTEM AT SINGLE FAMILY RESIDENCE","1238 NEW JERSEY AVE NW, WASHINGTON, DC 20001","1238 NEW JERSEY AVE NW",20001,38.906616,-77.015592,1,rooftop,"1238 New Jersey Ave NW",,"Washington, DC 20001",1238,"New Jersey Ave NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2018,"2018/06/18 04:00:00+00","SOLAR SYSTEM","To install 126.75 kW size of solar panels with a ballasted system on the roof of the building","1613 HARVARD ST NW 102, WASHINGTON, DC 20009","1613 HARVARD ST NW 102",20009,38.927329,-77.03733,1,rooftop,"1613 Harvard St NW","Apt 102","Washington, DC 20009",1613,"Harvard St NW",Apt,102,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
2018,"2018/10/24 04:00:00+00","SOLAR SYSTEM","Installation of 21 x 310W solar panels (6.51 kW DC) on the roof top.","134 BRYANT ST NW, WASHINGTON, DC 20001","134 BRYANT ST NW",20001,38.920824,-77.013316,1,rooftop,"134 Bryant St NW",,"Washington, DC 20001",134,"Bryant St NW",,,Washington,DC,"District of Columbia",20001,US,"Statewide (City of Washington)"
2018,"2018/08/16 04:00:00+00","SOLAR SYSTEM","To install 3.25 kW size of solar panels with a system height of .8 feet on the roof of the building.","1438 FLORIDA AVE NW, WASHINGTON, DC 20009","1438 FLORIDA AVE NW",20009,38.919552,-77.033617,1,rooftop,"1438 Florida Ave NW",,"Washington, DC 20009",1438,"Florida Ave NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
2018,"2018/10/04 04:00:00+00","SOLAR SYSTEM","installing 18 roof mounted solar panels - 6.3 kW","5101 B ST SE, WASHINGTON, DC 20019","5101 B ST SE",20019,38.886154,-76.927999,1,rooftop,"5101 B St SE",,"Washington, DC 20019",5101,"B St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2018,"2018/10/12 04:00:00+00","SOLAR SYSTEM","INSTALLATION OF 26 SOLAR PANELS MOUNTED FLUSH TO ROOF
7.93 kw PV ARRAY","926 HILLTOP TER SE, WASHINGTON, DC 20019","926 HILLTOP TER SE",20019,38.879652,-76.937131,1,rooftop,"926 Hilltop Ter SE",,"Washington, DC 20019",926,"Hilltop Ter SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2018,"2018/12/21 05:00:00+00","SOLAR SYSTEM","Installing 15 roof mounted solar panels, 4.5 kW","1738 D ST SE, WASHINGTON, DC 20003","1738 D ST SE",20003,38.884285,-76.979341,1,rooftop,"1738 D St SE",,"Washington, DC 20003",1738,"D St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
2018,"2018/03/15 04:00:00+00","SOLAR SYSTEM","Install solar Panel 7.2Kw System on Row house 
20 Sunpower 360w panels","1834 MASSACHUSETTS AVE SE, WASHINGTON, DC 20003","1834 MASSACHUSETTS AVE SE",20003,38.885023,-76.977723,1,rooftop,"1834 Massachusetts Ave SE",,"Washington, DC 20003",1834,"Massachusetts Ave SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
2018,"2018/08/16 04:00:00+00","SOLAR SYSTEM","Install 24 roof mounted solar panels. 7.20Kw.","215 3RD ST SE, WASHINGTON, DC 20003","215 3RD ST SE",20003,38.886432,-77.002285,1,rooftop,"215 3rd St SE",,"Washington, DC 20003",215,"3rd St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
